article_image,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,image.started,trial.stopped,routine_1.started,text.started,routine_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
image/number3.png,0,0,0,0,0,0,2,0.10285190000013245,,0.09328450000020894,0.10285190000013245,1.0035443000001578,1.0035615000001599,1.020206500000313,1.5039869000002,333261,001,2025-04-23_14h39.21.660,article,2024.2.5,59.92336999442933,2025-04-23 14h39.25.935422 +0700,
image/number1.png,1,1,0,0,1,1,0,1.5411991999999373,,1.5298882000001868,1.5411991999999373,2.5087631999999758,2.5087806000001365,2.5254084000002877,3.0092171999999664,333261,001,2025-04-23_14h39.21.660,article,2024.2.5,59.92336999442933,2025-04-23 14h39.25.935422 +0700,
image/number2.png,2,2,0,0,2,2,1,3.046399300000303,,3.0301666000000296,3.046399300000303,4.014321800000289,4.014340800000355,4.030614600000263,4.514389500000107,333261,001,2025-04-23_14h39.21.660,article,2024.2.5,59.92336999442933,2025-04-23 14h39.25.935422 +0700,
