article_image,check_key,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,beforeplaygame.stopped,keyskip2.keys,keyskip2.rt,keyskip2.duration,article.started,imagequestion.started,keyanswer.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.004254499999660766,0.020762999999988097,0.020762999999988097,0.6066511999997601,space,0.5702786000001652,None,,,,917171,001,2025-05-07_16h46.12.462,article,2024.2.5,59.95969509307792,2025-05-07 16h46.16.014002 +0700,
image/number1.png,1,0,0,0,0,0,0,0,0.7038914999998269,,,,,,,,,0.6893740000000435,0.7038914999998269,0.7038914999998269,,,,,,,,
