article_image,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,beforeplaygame.stopped,keyskip2.keys,keyskip2.rt,keyskip2.duration,article.started,image.started,keyawnser.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.012718200000563229,0.02861399999983405,0.02861399999983405,1.5509520000005068,space,1.5101869000000079,None,,,,268825,001,2025-04-23_14h54.35.412,article,2024.2.5,59.93475502578778,2025-04-23 14h54.39.024900 +0700,
image/number1.png,0,0,0,0,0,0,0,1.6469364000004134,,,,,,,,,1.6265565000003335,1.6469364000004134,1.6469364000004134,,,,,,,,
