article_image,check_key,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,beforeplaygame.stopped,keyskip2.keys,keyskip2.rt,keyskip2.duration,article.started,imagequestion.started,keyanswer.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.009073400000488618,0.025371100000484148,0.025371100000484148,0.9949360000009619,space,0.9630522000006749,None,,,,458729,001,2025-05-07_19h04.17.480,article,2024.2.5,59.95020535953909,2025-05-07 19h04.21.880404 +0700,
image/number1.png,1,0,0,0,0,0,0,0,1.0920399000006,,,,,,,,,1.0724057999996148,1.0920399000006,1.0920399000006,,,,,,,,
