article_image,check_key,answer_image,thisN,thisTrialN,thisRepN,keyanswer.keys,keyanswer.rt,keyanswer.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,beforeplaygame.stopped,keyskip2.keys,keyskip2.rt,keyskip2.duration,answer.started,imageanswer.started,answer.stopped,article.started,image.started,keyanswer.started,article.stopped,trials.keyanswer.keys,trials.keyanswer.rt,trials.keyanswer.duration,blank500.started,text.started,blank500.stopped,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.02003580000018701,0.036356899996462744,0.036356899996462744,0.8396554999999353,space,0.7943931000045268,None,,,,,,,,,,,,,,,705994,001,2025-04-25_01h08.57.873,article,2024.2.5,59.959119871407346,2025-04-25 01h09.01.879329 +0700,
image/number1.png,1,image/noawnser1.png,0,0,0,1,1.2017613999996684,None,0,0,0,0,0.9360391000009258,,,,,,,,,0.9290933999945992,0.9360391000009258,5.8404554999942775,5.9121373999951174,5.921706999994058,5.921706999994058,7.139908599994669,1,1.2017613999996684,None,7.1399437000000034,7.155696999994689,7.639965599999414,,705994,001,2025-04-25_01h08.57.873,article,2024.2.5,59.959119871407346,2025-04-25 01h09.01.879329 +0700,
image/number2.png,2,image/noawnser2.png,1,1,0,2,1.3891517000010936,None,0,1,1,1,7.677150700001221,,,,,,,,,7.661860599997453,7.677150700001221,12.648281099995074,12.669205999998667,12.684967499997583,12.684967499997583,14.087192200000572,2,1.3891517000010936,None,14.087231999998039,14.102914299997792,14.58740179999586,14.624390999997559,705994,001,2025-04-25_01h08.57.873,article,2024.2.5,59.959119871407346,2025-04-25 01h09.01.879329 +0700,
image/number3.png,3,image/noawnser3.png,2,2,0,1,0.8996115999980248,None,0,2,2,2,14.624390999997559,,,,,,,,,14.613150999997742,14.624390999997559,19.595528699996066,19.616388199996436,19.632723700000497,19.632723700000497,20.534068499997375,1,0.8996115999980248,None,20.53410449999501,20.55019899999752,21.03418999999849,21.071187599998666,705994,001,2025-04-25_01h08.57.873,article,2024.2.5,59.959119871407346,2025-04-25 01h09.01.879329 +0700,
image/number4.png,3,image/noawnser4.png,3,3,0,,,,0,3,3,3,21.071187599998666,,,,,,,,,21.059565799994743,21.071187599998666,,,,,,,,,,,,,,,,,,,,
