article_image,check_key,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,beforeplaygame.stopped,keyskip2.keys,keyskip2.rt,keyskip2.duration,article.started,image.started,key_resp.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.010683599997719284,0.02610619999904884,0.02610619999904884,1.7396831999940332,space,1.656495499999437,None,,,,,349722,001,2025-04-25_00h36.21.042,article,2024.2.5,60.23896798493406,2025-04-25 00h36.30.088427 +0700,
image/number1.png,1,0,0,0,0,0,0,0,1.8351947999981348,,,,,,,,,1.8222911999982898,1.8351947999981348,1.8351947999981348,6.840125299997453,,,,,,,,
