article_image,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,beforeplaygame.stopped,keyskip2.keys,keyskip2.rt,keyskip2.duration,article.started,image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.003949099999772443,0.020513100000243867,0.020513100000243867,0.4241072000004351,space,0.3944218999995428,None,,,,134626,001,2025-04-23_14h57.11.736,article,2024.2.5,59.950025658660785,2025-04-23 14h57.15.600567 +0700,
image/number1.png,0,0,0,0,0,0,0,0.5201078999998572,,,,,,,,,0.5012221999995745,0.5201078999998572,0.5201078999998572,,,,,,,,
