thisRow.t,notes,trial.started,image.started,trial.stopped,routine_1.started,text.started,routine_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010993800000051124,0.027332099999966886,1.0115097999996578,,,,928520,001,2025-04-23_14h34.13.680,article,2024.2.5,59.95620798557433,2025-04-23 14h34.19.353713 +0700,
,,,,,1.0115347999999358,1.0281792999999197,1.5120229999997719,928520,001,2025-04-23_14h34.13.680,article,2024.2.5,59.95620798557433,2025-04-23 14h34.19.353713 +0700,
