thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01533019996713847,0.031151299946941435,0.031151299946941435,,,,,,,,
