4.1097 	INFO 	Loaded monitor calibration from ['2025_02_13 22:41']
4.2537 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000277391E67F0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000277391E6790>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027739224C40>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.2537 	EXP 	window1: backgroundImage = ''
4.2537 	EXP 	window1: backgroundFit = 'none'
4.3132 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.3132 	EXP 	window1: recordFrameIntervals = False
4.5383 	EXP 	window1: recordFrameIntervals = True
4.7219 	EXP 	Screen (0) actual frame rate measured at 60.43Hz
4.7219 	EXP 	window1: recordFrameIntervals = False
6.5422 	INFO 	keyboard.Keyboard is using iohub backend.
6.5423 	INFO 	keyboard.Keyboard is using iohub backend.
6.5423 	INFO 	keyboard.Keyboard is using iohub backend.
6.5423 	EXP 	article: status = STARTED
6.6317 	EXP 	Created imagefirst = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='image/kumnum.png', interpolate=True, mask=None, maskParams=None, name='imagefirst', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.78, 1.  ]), texRes=128.0, units='height', win=Window(...))
