article_image,check_key,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,beforeplaygame.stopped,keyskip2.keys,keyskip2.rt,keyskip2.duration,article.started,image.started,key_resp.started,article.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,blank500.started,text.started,text.stopped,blank500.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.009370200001285411,0.025714800001878757,0.025714800001878757,0.8935932000022149,space,0.8520453000019188,None,,,,,,,,,,,,,275792,001,2025-04-25_00h37.37.725,article,2024.2.5,59.911630346272894,2025-04-25 00h37.41.604696 +0700,
image/number1.png,1,0,0,0,1,1,0.35785829999804264,None,0,0,0,0,0.9923022000002675,,,,,,,,,0.9698118000014802,0.9923022000002675,0.9923022000002675,1.3609865000034915,1,1,0.35785829999804264,None,1.361025600002904,1.3758022000038181,1.896806500000821,1.8597972999996273,275792,001,2025-04-25_00h37.37.725,article,2024.2.5,59.911630346272894,2025-04-25 00h37.41.604696 +0700,
image/number2.png,2,1,1,0,2,1,0.40979380000499077,None,0,1,1,1,1.896806500000821,,,,,,,,,1.8851967000009608,1.896806500000821,1.896806500000821,2.3142669000008027,2,1,0.40979380000499077,None,2.3143054000029224,2.330062499997439,,2.814326699997764,275792,001,2025-04-25_00h37.37.725,article,2024.2.5,59.911630346272894,2025-04-25 00h37.41.604696 +0700,
image/number3.png,3,2,2,0,3,1,0.3978768000015407,None,0,2,2,2,2.8515179000023636,,,,,,,,,2.8390426999976626,2.8515179000023636,2.8515179000023636,3.2524411999984295,3,1,0.3978768000015407,None,3.2524814999997034,3.268079100002069,3.78954579999845,3.752534300001571,275792,001,2025-04-25_00h37.37.725,article,2024.2.5,59.911630346272894,2025-04-25 00h37.41.604696 +0700,
image/number4.png,3,3,3,0,1,0,0.36463589999766555,None,0,3,3,3,3.78954579999845,,,,,,,,,3.779589500001748,3.78954579999845,3.78954579999845,4.157052100003057,1,0,0.36463589999766555,None,4.157092300003569,4.173214300004474,4.695693699999538,4.657218899999862,275792,001,2025-04-25_00h37.37.725,article,2024.2.5,59.911630346272894,2025-04-25 00h37.41.604696 +0700,
image/number5.png,1,4,4,0,,,,,0,4,4,4,4.695693699999538,,,,,,,,,4.681501700004446,4.695693699999538,4.695693699999538,,,,,,,,,,,,,,,,,
