thisRow.t,notes,beforeplaygame.started,imagefirst.started,keyskip2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022790799994254485,0.036599099985323846,0.036599099985323846,,,,,,,,
